user_id,num_trips,num_flights,num_hotels,cancellation_rate,avg_trip_duration_days,multi_booking_rate,total_flight_spend,total_hotel_spend,total_spend,avg_spend_per_trip,hotel_vs_flight_ratio,num_sessions,avg_session_duration,avg_clicks_per_session,click_to_booking_ratio,avg_lead_time_days,lead_time_variability,last_trip_recency_days,age,age_bucket_under_25,age_bucket_25_40,age_bucket_40_60,age_bucket_60_plus,married,has_children,family_travel_intensity,flight_discount_usage_rate,hotel_discount_usage_rate,avg_discount_amount
23557,-0.4398372477516763,-1.5216596375776266,-0.3145538758121018,-0.32669901568012366,-0.9879168349313847,-1.8631922344269332,-1.0838883979232419,-0.696609753081779,-0.6967231879004934,-0.5754480329325347,-1.941095145449964,-0.3891700389276891,-0.4570030916508685,-0.8374754217206557,-0.26851178027046774,-0.39711197015364147,-0.2855398886943408,-0.3622788244334816,1.9315526761723514,-0.29958789524402385,-0.6113898317275968,-1.1695910184395775,3.7063594991717603,1.1270535971059372,-0.6961705720199143,-0.5728256830026647,-1.3467616537896294,0.9159840139100331,0.22549089486426366
94883,-0.4398372477516763,-0.23735449352772794,-0.3145538758121018,-0.32669901568012366,-0.7750260580332564,0.8940020431399637,-1.0838883979232419,-0.6206343118603987,-0.6207476586218956,-0.48632636469309487,0.5160798528733441,-0.3891700389276891,-0.49381473448340685,-0.9663401321858036,-0.2685117804432223,-0.24765763112640846,-0.21491171659330113,-0.32168533380991327,0.8296040706713909,-0.29958789524402385,-0.6113898317275968,0.8549997257452957,-0.26980653124001186,1.1270535971059372,-0.6961705720199143,-0.5728256830026647,-1.3467616537896294,-0.11016900271361564,-0.9380902938273108
101486,-0.4398372477516763,-0.8795070655526773,-0.3145538758121018,-0.32669901568012366,0.2894278264573851,-0.4845950956434847,-0.24023895453580285,-0.25303006164310504,-0.2530553182708976,-0.05501176797891383,0.5155943411327669,-0.3891700389276891,-0.2677601390610589,-0.13587866474373886,-0.2685117793299148,-0.19017519303901112,-0.2855398886943408,-0.3470128963357294,0.769129895085821,-0.29958789524402385,-0.6113898317275968,0.8549997257452957,-0.26980653124001186,1.1270535971059372,1.4364295765885873,0.8321256343761875,0.5168389070398373,-1.1363220193372645,-0.7053740560889958
101961,1.539760410088159,1.68910322254712,1.695418582058268,-0.32669901568012366,0.6300530694943902,0.8940020431399637,0.6034104888516361,0.7229621448161644,0.7230256834571792,0.09071587061845324,0.5157764105417902,-0.3891700389276891,-0.286425197398684,-0.20747017055770997,-0.26851178087702837,-0.2683513088378715,-0.1955832664705171,-0.3490946138036047,0.12392045782324056,-0.29958789524402385,-0.6113898317275968,0.8549997257452957,-0.26980653124001186,1.1270535971059372,-0.6961705720199143,-0.5728256830026647,0.5168389070398373,-0.11016900271361564,0.4582071326025788
106907,-1.099703133698288,-0.23735449352772794,-0.3145538758121018,2.9829035438559477,3.6956802568274374,0.8940020431399637,-1.0838883979232419,4.279197220447694,4.27908955269936,11.098119403845777,0.5160798528919565,-0.3891700389276891,2.3729933277725053,1.424816162000831,-0.2685117726308749,4.166993613985706,0.9151390370233341,-0.4209138664453025,0.27556058983668,-0.29958789524402385,-0.6113898317275968,0.8549997257452957,-0.26980653124001186,1.1270535971059372,1.4364295765885873,0.12964997568676137,-0.4149613733748961,-0.11016900271361564,-1.4035227693039407
118043,1.539760410088159,0.4047980784972214,1.0254277627681447,-0.32669901568012366,0.92810015715177,-0.7603145234001744,1.1658434511099285,1.5826534835596286,1.5827764613167568,0.4941216741478067,0.5158278607884111,-0.3891700389276891,-0.1396970999112425,0.3366252736284704,-0.268511780585265,-0.19783951811733078,-0.2663173350151162,-0.35672757785248077,0.8184640909582596,-0.29958789524402385,-0.6113898317275968,0.8549997257452957,-0.26980653124001186,-0.8872692501650435,1.4364295765885873,2.9395526104444656,0.5168389070398373,1.942137030533682,2.087220796770783
120851,-1.099703133698288,-0.8795070655526773,-0.9845446951022251,-0.32669901568012366,3.2698987030311812,0.8940020431399637,1.4470599322390743,0.36704642401754456,0.3671972142166082,1.9205756739365138,0.5154724598016849,-0.3891700389276891,-0.5601793863505182,-1.2240695531160997,-0.26851177973300894,-0.23616114350892897,-0.2855398886943408,-0.3248079100117262,0.785726191393139,-0.29958789524402385,-0.6113898317275968,0.8549997257452957,-0.26980653124001186,1.1270535971059372,1.4364295765885873,0.12964997568676137,0.5168389070398373,-1.1363220193372645,0.6909233703408935
125845,0.22002863819493546,0.4047980784972214,0.3554369434780214,-0.32669901568012366,-0.4202080965363759,0.8940020431399637,-0.240238954535803,-0.5230350912144718,-0.5230606607840679,-0.4396403215615114,0.5148394818600823,1.6949745088296966,-0.22824091060547008,0.012077113938468206,-0.26851177980978874,-0.2055038431956504,-0.23468179209552276,-0.34215555557735366,-0.14275701571763594,-0.29958789524402385,-0.6113898317275968,0.8549997257452957,-0.26980653124001186,1.1270535971059372,-0.6961705720199143,-0.5728256830026647,-0.5184947378654221,-0.2241860045606878,-0.5760872573454876
133058,-1.099703133698288,-0.8795070655526773,-1.6545355143923484,-0.32669901568012366,-0.9879168349313847,-1.8631922344269332,-1.0838883979232419,-0.696609753081779,-0.6967231879004934,-0.5754480329325347,-1.941095145449964,-0.3891700389276891,-0.49225931295527137,-0.9663401321858036,-0.2685117790419905,-0.25915411874388794,-0.2855398886943408,2.984775910998686,-1.9156052157788066,3.3379185737309864,-0.6113898317275968,-1.1695910184395775,-0.26980653124001186,-0.8872692501650435,-0.6961705720199143,-0.5728256830026647,-1.3467616537896294,-0.11016900271361564,-1.1708065315656258
149058,1.539760410088159,1.68910322254712,1.695418582058268,-0.32669901568012366,1.1409909340498983,0.8940020431399637,-0.8026719167940954,2.44351367524496,2.443433101256195,0.8979525194795329,0.5160569871544657,-0.3891700389276891,-0.22835612701496158,0.02162264804699755,-0.26851178075418064,-0.26375271379087967,-0.21335926361873975,-0.3255018158343513,0.758671954946963,-0.29958789524402385,-0.6113898317275968,0.8549997257452957,-0.26980653124001186,-0.8872692501650435,1.4364295765885873,2.9395526104444656,-0.4149613733748961,-1.1363220193372645,-1.1708065315656258
