user_id,pc1,pc2
23557,-3.1445587889241833,-0.8732169982468064
94883,-0.560768546702366,-2.204399750103332
101486,-0.2325378445694461,-1.4034419663011657
101961,2.6793118462378023,-1.283762693197671
106907,7.269680275581745,5.9489398877307815
118043,2.7996018182275577,-0.19180813121384405
120851,0.8026018129414242,-0.6905128191067899
125845,0.44481243636376666,-1.565808281025965
133058,-4.899213368308744,1.2587625753153449
149058,4.198830951234219,-1.613693316584511
152583,-1.0582586832027534,0.2986111902777917
153982,0.7720141704378002,-1.747910643727593
160754,-0.785526559719305,-2.011291416304405
164522,1.896706184201725,0.07279015897154972
167852,-5.827472615396579,2.193062284258993
171470,1.6636469534323584,10.44565362820943
174997,1.4882237151211826,3.2107595210877493
175032,-0.26468475972734945,0.19908100749939595
181157,2.6934529499768773,-0.26591755916821597
182191,-2.613603647003001,3.8434970073307784
187212,0.9751281331009172,-1.6494531360708127
189676,-0.06313391018345199,-0.03721104534273455
190866,1.6845808665833895,-0.8719745100089595
195192,-0.9876208882467089,0.7635808223593052
204943,10.003914371525912,5.0344155064629925
204997,6.079659883470584,6.203866030148757
205044,3.041164488552735,-1.1157521847823704
206011,1.3009872336860657,-1.1678803651641172
216796,3.389924899066853,6.860765647884826
217114,-5.7050319538781,1.8591812181804668
217136,-0.8239869352306675,-1.0243336501113895
220725,3.3579961038562947,2.1275432018425504
224996,-1.8354070916576495,-1.3262276803493585
226367,0.9156954600186085,-1.4359613444033854
228195,-5.748273092705303,1.5919002460507297
228872,-0.9745338040373589,0.13073429228780942
229009,1.171728050921467,4.407323856345953
229108,-0.836325184728194,6.837827455722498
229330,1.9802971419183146,-1.7735948810639381
232647,-3.565714077167088,0.7604307148032637
249521,-1.1999811225495602,-0.42341346069926034
252835,1.4849258263824496,-0.885994609922845
258451,-1.890153473705161,2.6255518892569802
264470,0.9994319713690735,-0.942723401431499
276512,-0.9034875993557845,-0.8871437326419844
281952,-0.6672503250121643,-0.3036805648596042
283325,0.31567665839411196,-0.7354093527768973
290123,3.7485458116223533,-2.2766779044721472
297546,2.388696674984093,-1.696424818887343
298253,-3.620709420163154,0.14039316119515227
299476,-0.7615157999844826,-0.3633827187336067
306165,-6.086401847138218,1.651154171787096
306819,1.48878677105046,2.460306452390614
312488,-2.0386409443642273,-0.4812123054391822
313724,3.982740320881236,1.7595087883900464
316527,3.1607943354886903,-1.25557161152021
317688,1.5652630364370868,-1.161699608589372
322867,0.2508564865653029,-0.06226206920376055
324191,0.4214187571659234,-0.5982796902708227
