user_id,num_trips,num_flights,num_hotels,cancellation_rate,avg_trip_duration_days,multi_booking_rate,total_flight_spend,total_hotel_spend,total_spend,avg_spend_per_trip,hotel_vs_flight_ratio,num_sessions,avg_session_duration,avg_clicks_per_session,click_to_booking_ratio,avg_lead_time_days,lead_time_variability,last_trip_recency_days,age,age_bucket_under_25,age_bucket_25_40,age_bucket_40_60,age_bucket_60_plus,married,has_children,family_travel_intensity,flight_discount_usage_rate,hotel_discount_usage_rate,avg_discount_amount
23557,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1.2770833333333333,10.25,40.9999999795,0.0,0.0,352.0,66.80355920602327,0,0,0,1,True,False,0,0.0,0.25,0.04375
94883,2,2,2,0.0,0.5,1.0,0.0,130.0,130.0,65.0,0.9999999999923078,8,1.1291666666666667,9.125,36.49999998175,6.5,2.1213203435596424,469.0,53.53319644079398,0,0,1,0,True,False,0,0.0,0.125,0.0125
101486,2,1,2,0.0,3.0,0.5,0.15000000000000002,759.0,759.15,379.575,0.9998024105894754,8,2.0375,16.375,65.49999996724999,9.0,0.0,396.0,52.80492813141684,0,0,1,0,True,True,2,0.25,0.0,0.018750000000000003
101961,5,5,5,0.0,3.8,1.0,0.30000000000000004,2429.0,2429.3,485.86,0.9998765076355328,8,1.9625,15.75,25.19999999496,5.6,2.701851217221259,390.0,45.034907597535934,0,0,1,0,True,False,0,0.25,0.125,0.05
106907,1,2,2,0.125,11.0,1.0,0.0,8514.0,8514.0,8514.0,0.9999999999998825,8,12.648584435416666,30.0,239.99999975999998,198.5,36.062445840513924,183.0,46.861054072553046,0,0,1,0,True,True,1,0.125,0.125,0.0
118043,5,3,4,0.0,4.5,0.4,0.4,3900.0,3900.4,780.08,0.9998974464154958,8,2.5520833333333335,20.5,32.79999999344,8.666666666666666,0.5773502691896258,368.0,53.399041752224505,0,0,1,0,False,True,5,0.25,0.375,0.09375
120851,1,1,1,0.0,10.0,1.0,0.44999999999999996,1820.0,1820.45,1820.45,0.9997528083710073,8,0.8625,6.875,54.999999945,7.0,0.0,460.0,53.00479123887748,0,0,1,0,True,True,1,0.25,0.0,0.056249999999999994
125845,3,3,3,0.0,1.3333333333333333,1.0,0.15,297.0,297.15,99.05,0.9994952044388374,9,2.196296296296296,17.666666666666668,52.999999982333335,8.333333333333334,1.5275252316519468,410.0,41.82340862422998,0,0,1,0,True,False,0,0.1111111111111111,0.1111111111111111,0.022222222222222223
133058,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1.1354166666666667,9.125,72.99999992699999,6.0,0.0,9999.0,20.473648186173854,1,0,0,0,False,False,0,0.0,0.125,0.00625
149058,5,5,5,0.0,5.0,1.0,0.05,5373.0,5373.05,1074.6100000000001,0.9999906942982104,8,2.1958333333333333,17.75,28.399999994319998,5.8,2.16794833886788,458.0,52.67898699520876,0,0,1,0,False,True,5,0.125,0.0,0.00625
152583,1,1,1,0.0,2.0,1.0,0.15,426.0,426.15,426.15,0.9996480112612939,8,2.316666666666667,18.625,148.99999985099998,8.0,0.0,408.0,39.17316906228611,0,1,0,0,False,False,0,0.125,0.125,0.0375
153982,3,3,3,0.0,1.3333333333333333,1.0,0.0,681.0,681.0,227.0,0.9999999999985316,8,2.308333333333333,18.75,49.99999998333333,8.666666666666666,1.5275252316519468,361.0,47.11841204654346,0,0,1,0,False,True,3,0.0,0.125,0.01875
160754,1,1,1,0.0,2.0,1.0,0.0,428.0,428.0,428.0,0.9999999999976635,8,1.3479166666666667,10.75,85.999999914,11.0,0.0,384.0,47.80835044490075,0,0,1,0,True,True,1,0.0,0.0,0.0
164522,1,1,1,0.0,13.0,1.0,0.1,3029.0,3029.1,3029.1,0.9999669868934667,8,1.3895833333333334,11.125,88.99999991099999,8.0,0.0,514.0,49.889117043121146,0,0,1,0,True,False,0,0.25,0.125,0.018750000000000003
167852,0,0,0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,8,0.9666666666666667,7.875,62999999999.99999,0.0,0.0,9999.0,19.61122518822724,1,0,0,0,False,False,0,0.125,0.25,0.037500000000000006
171470,2,3,2,0.25,0.0,1.0,0.1,0.0,0.1,0.05,0.0,8,30.708333333333336,55.75,222.99999988849999,181.0,156.14416415607724,9999.0,26.036960985626283,0,1,0,0,False,False,0,0.375,0.25,0.0125
174997,3,3,3,0.125,1.5,1.0,0.0,360.0,360.0,120.0,0.9999999999972222,8,16.529166666666665,31.5,83.999999972,9.0,3.605551275463989,501.0,33.90554414784394,0,1,0,0,False,False,0,0.125,0.375,0.03125
175032,3,2,3,0.0,2.0,0.6666666666666666,0.3,938.0,938.3,312.76666666666665,0.999680272832783,9,1.738888888888889,14.11111111111111,42.33333331922222,5.5,2.1213203435596424,356.0,30.893908281998634,0,1,0,0,False,False,0,0.1111111111111111,0.2222222222222222,0.05555555555555555
181157,3,3,3,0.0,3.3333333333333335,1.0,0.35,5019.0,5019.35,1673.1166666666668,0.9999302698554592,8,2.3520833333333333,19.125,50.999999983,5.333333333333333,1.1547005383792517,480.0,55.13210130047912,0,0,1,0,True,False,0,0.25,0.125,0.0625
182191,1,1,1,0.125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8,11.09646615,18.5,147.999999852,18.0,0.0,9999.0,20.999315537303218,1,0,0,0,False,True,1,0.125,0.25,0.0125
187212,3,3,3,0.0,2.0,1.0,0.3999999999999999,904.0,904.4,301.46666666666664,0.9995577178228665,8,1.9791666666666667,16.0,42.66666665244444,8.0,2.0,501.0,56.59958932238193,0,0,1,0,True,True,3,0.125,0.125,0.062499999999999986
189676,2,1,2,0.0,5.0,0.5,0.15,2310.0,2310.15,1155.075,0.9999350691509209,8,1.4395833333333332,11.625,46.49999997675,4.0,0.0,442.0,37.713894592744694,0,1,0,0,False,True,2,0.125,0.0,0.01875
190866,5,5,5,0.0,1.8,1.0,0.0,1359.0,1359.0,271.8,0.9999999999992641,9,2.564814814814815,20.666666666666668,37.19999999256,7.2,1.4832396974191326,381.0,39.00889801505818,0,1,0,0,False,False,0,0.0,0.1111111111111111,0.005555555555555556
195192,1,1,1,0.0,1.0,1.0,0.1,320.0,320.1,320.1,0.9996875976226188,8,3.4729166666666673,28.125,224.999999775,15.0,0.0,454.0,30.02053388090349,0,1,0,0,False,False,0,0.125,0.125,0.025
204943,6,7,7,0.125,6.857142857142857,1.0,0.30000000000000004,13544.0,13544.3,2257.383333333333,0.9999778504610057,8,17.391666666666666,36.5,48.666666658555556,55.714285714285715,82.4049235699629,194.0,42.770704996577685,0,0,1,0,False,False,0,0.375,0.125,0.037500000000000006
204997,4,5,4,0.25,4.5,0.75,0.25,4668.0,4668.25,1167.0625,0.9999464467410699,8,23.319632504166666,54.875,109.74999997256249,14.0,13.47219358530748,371.0,40.087611225188226,0,0,1,0,True,False,0,0.375,0.5,0.056249999999999994
205044,3,3,3,0.0,4.666666666666667,1.0,0.05,5642.0,5642.05,1880.6833333333334,0.9999911379727225,9,1.838888888888889,14.88888888888889,44.666666651777774,6.0,1.7320508075688772,441.0,42.091718001368925,0,0,1,0,True,True,3,0.1111111111111111,0.0,0.005555555555555556
206011,4,4,3,0.0,2.3333333333333335,0.75,0.05,931.0,931.05,232.7625,0.9999462971902692,8,2.435416666666667,19.5,38.99999999025,5.5,2.0816659994661326,446.0,41.14715947980835,0,0,1,0,False,True,4,0.125,0.25,0.05625
216796,1,2,2,0.125,10.0,1.0,0.5,4820.0,4820.5,4820.5,0.9998962763196763,8,8.188807366666666,15.625,124.99999987499999,194.5,2.1213203435596424,300.0,24.21902806297057,1,0,0,0,False,False,0,0.5,0.25,0.07500000000000001
217114,0,0,0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,9,0.8314814814814815,6.555555555555555,59000000000.0,0.0,0.0,9999.0,21.333333333333332,1,0,0,0,True,True,0,0.1111111111111111,0.3333333333333333,0.05555555555555555
217136,2,1,2,0.0,1.0,0.5,0.35,380.0,380.35,190.175,0.9990797949230995,8,1.65625,13.25,52.999999973499996,7.0,0.0,484.0,40.4435318275154,0,0,1,0,False,True,2,0.25,0.0,0.04375
220725,4,5,4,0.1111111111111111,3.75,0.75,0.15,1842.0,1842.15,460.5375,0.9999185734055316,9,15.814814814814813,35.111111111111114,78.99999998025,5.0,2.23606797749979,408.0,42.168377823408626,0,0,1,0,False,False,0,0.2222222222222222,0.2222222222222222,0.02222222222222222
224996,2,2,1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,8,1.5770833333333334,12.75,50.9999999745,8.0,0.0,435.0,44.558521560574945,0,0,1,0,False,True,2,0.0,0.125,0.0125
226367,3,3,3,0.0,1.6666666666666667,1.0,0.05,1864.0,1864.05,621.35,0.9999731766846384,8,1.7583333333333333,14.25,37.99999998733333,7.0,1.0,388.0,44.93360711841205,0,0,1,0,False,False,0,0.125,0.0,0.00625
228195,0,0,0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,9,1.5962962962962963,12.88888888888889,116000000000.0,0.0,0.0,9999.0,28.583162217659137,0,1,0,0,False,True,0,0.1111111111111111,0.0,0.022222222222222223
228872,2,1,2,0.0,5.0,0.5,0.35,360.0,360.35,180.175,0.9990287220729872,8,1.9666666666666668,15.75,62.9999999685,5.0,0.0,364.0,36.51745379876797,0,1,0,0,False,False,0,0.125,0.0,0.04375
229009,3,4,3,0.125,1.5,1.0,0.0,474.0,474.0,158.0,0.9999999999978904,8,4.4130904875,18.0,47.999999984,164.75,180.8744960831497,427.0,19.085557837097877,1,0,0,0,False,False,0,0.125,0.125,0.0
229108,1,2,1,0.125,0.0,1.0,0.4,0.0,0.4,0.4,0.0,8,16.870833333333334,40.125,320.999999679,148.0,28.284271247461902,9999.0,27.3347022587269,0,1,0,0,False,False,0,0.375,0.375,0.07500000000000001
229330,4,4,4,0.0,1.25,1.0,0.0,2865.0,2865.0,716.25,0.999999999999651,8,1.99375,16.125,32.2499999919375,7.25,3.304037933599835,364.0,48.884325804243666,0,0,1,0,True,False,0,0.0,0.125,0.0125
232647,2,1,1,0.0,0.0,0.0,0.1,0.0,0.1,0.05,0.0,8,1.5645833333333332,12.5,49.999999975,7.0,0.0,539.0,19.463381245722108,1,0,0,0,False,False,0,0.125,0.0,0.0125
249521,2,1,2,0.0,1.0,0.5,0.2,175.0,175.2,87.6,0.9988584474828833,8,2.34375,18.875,75.49999996225,8.0,0.0,382.0,61.18001368925393,0,0,0,1,True,True,2,0.125,0.375,0.07500000000000001
